Date,Title,Link,Content
8 May 2025,Eighth Accessibility Day at the Stuttgart Media University,https://accessible-eu-centre.ec.europa.eu/content-corner/news/eighth-accessibility-day-stuttgart-media-university-2025-05-08_en,"The Stuttgart Media University celebrated its Eight Accessibility Day on 25 April 2025, co-organised with AccessibleEU with a focus on the topic of ‘Co-design for accessibility’."
8 May 2025,HORIZON-MISS-2025-03-OCEAN-03: Digital technologies and energy transition in  fisheries and/or aquaculture,https://maritime-forum.ec.europa.eu/news/horizon-miss-2025-03-ocean-03-digital-technologies-and-energy-transition-fisheries-andor-aquaculture-2025-05-08_en,The European Commission is investing over €7.3 billion through its newly adopted Horizon Europe work programme for 2025 to strengthen Europe's research and innovation engine and global edge
8 May 2025,"Culture unites, latest Eurobarometer shows",https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1166,"Culture gives citizens a sense of community and integration. According to a new Eurobarometer survey published by the European Commission, citizens strongly support cultural exchange, artistic freedom and fair working conditions for artists."
8 May 2025,Commission launches call for the new generation of Europe Direct centres,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1164,The Commission is looking for new partners to continue the mission of the Europe Direct centres. A new call for proposals for interested organisations is open.
8 May 2025,Commission seeks feedback on the review of EU merger guidelines,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1141,No content found
8 May 2025,Commission approves €5 billion French scheme to facilitate the export of wines and spirits to the US,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1161,No content found
8 May 2025,Commission consults on possible countermeasures and readies WTO litigation in response to US tariffs,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1149,"The European Commission has launched a public consultation on a list of US imports which could become subject to EU countermeasures, if ongoing EU-US negotiations do not result in a mutually beneficial outcome and the removal of the US tariffs."
7 May 2025,European Commission awards the EU Mission Label to 39 new cities,https://research-and-innovation.ec.europa.eu/news/all-research-and-innovation-news/european-commission-awards-eu-mission-label-39-new-cities-2025-05-07_en,"Research and innovation news alert: Today, 39 cities participating in the EU Mission for Climate-Neutral and Smart Cities under Horizon Europe have been awarded the EU Mission Label."
7 May 2025,ISO-TC211/EC-JRC/EuroGeographics webinar on Data Spaces,https://knowledge-base.inspire.ec.europa.eu/news-and-publications/news-delete/iso-tc211ec-jrceurogeographics-webinar-data-spaces-2025-05-07_en,"You are cordially invited to join us for our webinar on Data Spaces jointly organised by the International Standardization Organisation, ISO/TC211,  European Commission/Joint Research Center and EuroGeographics."
22 May 2025,"Registrations for the conference ""R&I for a Competitive Green Transition"" are now open",https://research-and-innovation.ec.europa.eu/news/all-research-and-innovation-news/registrations-conference-ri-competitive-green-transition-are-now-open-2025-05-22_en,"Registrations are now open for the ""R&I for a Competitive Green Transition"" conference, taking place on 23-24 June 2025 in Brussels and online."
22 May 2025,Innovation in EU blue economy boosts growth,https://joint-research-centre.ec.europa.eu/jrc-news-and-updates/innovation-eu-blue-economy-boosts-growth-2025-05-22_en,EU blue economy employs almost 5 million people and generates nearly EUR 890 billion in turnover.
22 May 2025,First EU Cancer Mission Conference in Poland this June,https://research-and-innovation.ec.europa.eu/news/all-research-and-innovation-news/first-eu-cancer-mission-conference-poland-june-2025-05-22_en,"Policymakers, researchers, healthcare professionals, patient advocates and civil society representatives from across Europe will come together in Warsaw this June for the EU Cancer Mission Conference “Together Against Cancer through Research and Innovation“ on 17 June 2025."
22 May 2025,Commission publishes 2025 report on EU blue economy,https://oceans-and-fisheries.ec.europa.eu/news/commission-publishes-2025-report-eu-blue-economy-2025-05-22_en,"Today, the European Commission published its 2025 EU Blue Economy Report. The report presents the economic performance of the EU blue economy sectors and provides estimations of their economic performance."
22 May 2025,Commission welcomes political agreement on compulsory licensing to enhance EU crisis resilience,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1312,No content found
22 May 2025,EIF announces €40 million investment in Keen Venture Partners' European defence and security Tech fund under InvestEU,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1242,No content found
21 May 2025,Results of 21-05-2025 auction (EU-Bills),https://commission.europa.eu/news/results-21-05-2025-auction-eu-bills-2025-05-21_en,Auction results EU-Bills.
21 May 2025,Syria: Council statement on the lifting of EU economic sanctions,https://north-africa-middle-east-gulf.ec.europa.eu/news/syria-council-statement-lifting-eu-economic-sanctions-2025-05-21_en,"The EU has stood with the Syrian people throughout the last 14 years, engaging in the search for a political solution and leading financial assistance. The EU also adopted sanctions against Assad’s criminal regime."
21 May 2025,EU announces €80 million humanitarian aid package for Yemen,https://north-africa-middle-east-gulf.ec.europa.eu/news/eu-announces-eu80-million-humanitarian-aid-package-yemen-2025-05-21_en,"The Commission has announced €80 million in EU humanitarian funding for 2025 to support people in need in Yemen. Yemen continues to rank among the worst humanitarian crises in the world. One decade of conflict, economic deterioration and recurrent climate-induced events have left 19.5 million people"
21 May 2025,Yemen: Council approves conclusions calling for a renewed momentum in the peace efforts,https://north-africa-middle-east-gulf.ec.europa.eu/news/yemen-council-approves-conclusions-calling-renewed-momentum-peace-efforts-2025-05-21_en,"Today, the Council approved conclusions on Yemen expressing the EU's grave concern over the deterioration of the security, economic and humanitarian situation in the country."
22 May 2025,"Registrations for the conference ""R&I for a Competitive Green Transition"" are now open",https://research-and-innovation.ec.europa.eu/news/all-research-and-innovation-news/registrations-conference-ri-competitive-green-transition-are-now-open-2025-05-22_en,"Registrations are now open for the ""R&I for a Competitive Green Transition"" conference, taking place on 23-24 June 2025 in Brussels and online."
22 May 2025,Innovation in EU blue economy boosts growth,https://joint-research-centre.ec.europa.eu/jrc-news-and-updates/innovation-eu-blue-economy-boosts-growth-2025-05-22_en,EU blue economy employs almost 5 million people and generates nearly EUR 890 billion in turnover.
22 May 2025,First EU Cancer Mission Conference in Poland this June,https://research-and-innovation.ec.europa.eu/news/all-research-and-innovation-news/first-eu-cancer-mission-conference-poland-june-2025-05-22_en,"Policymakers, researchers, healthcare professionals, patient advocates and civil society representatives from across Europe will come together in Warsaw this June for the EU Cancer Mission Conference “Together Against Cancer through Research and Innovation“ on 17 June 2025."
22 May 2025,Commission publishes 2025 report on EU blue economy,https://oceans-and-fisheries.ec.europa.eu/news/commission-publishes-2025-report-eu-blue-economy-2025-05-22_en,"Today, the European Commission published its 2025 EU Blue Economy Report. The report presents the economic performance of the EU blue economy sectors and provides estimations of their economic performance."
22 May 2025,Commission welcomes political agreement on compulsory licensing to enhance EU crisis resilience,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1312,No content found
22 May 2025,EIF announces €40 million investment in Keen Venture Partners' European defence and security Tech fund under InvestEU,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1242,No content found
21 May 2025,Results of 21-05-2025 auction (EU-Bills),https://commission.europa.eu/news/results-21-05-2025-auction-eu-bills-2025-05-21_en,Auction results EU-Bills.
21 May 2025,Syria: Council statement on the lifting of EU economic sanctions,https://north-africa-middle-east-gulf.ec.europa.eu/news/syria-council-statement-lifting-eu-economic-sanctions-2025-05-21_en,"The EU has stood with the Syrian people throughout the last 14 years, engaging in the search for a political solution and leading financial assistance. The EU also adopted sanctions against Assad’s criminal regime."
21 May 2025,EU announces €80 million humanitarian aid package for Yemen,https://north-africa-middle-east-gulf.ec.europa.eu/news/eu-announces-eu80-million-humanitarian-aid-package-yemen-2025-05-21_en,"The Commission has announced €80 million in EU humanitarian funding for 2025 to support people in need in Yemen. Yemen continues to rank among the worst humanitarian crises in the world. One decade of conflict, economic deterioration and recurrent climate-induced events have left 19.5 million people"
21 May 2025,Yemen: Council approves conclusions calling for a renewed momentum in the peace efforts,https://north-africa-middle-east-gulf.ec.europa.eu/news/yemen-council-approves-conclusions-calling-renewed-momentum-peace-efforts-2025-05-21_en,"Today, the Council approved conclusions on Yemen expressing the EU's grave concern over the deterioration of the security, economic and humanitarian situation in the country."
22 May 2025,"Registrations for the conference ""R&I for a Competitive Green Transition"" are now open",https://research-and-innovation.ec.europa.eu/news/all-research-and-innovation-news/registrations-conference-ri-competitive-green-transition-are-now-open-2025-05-22_en,"Registrations are now open for the ""R&I for a Competitive Green Transition"" conference, taking place on 23-24 June 2025 in Brussels and online."
22 May 2025,Innovation in EU blue economy boosts growth,https://joint-research-centre.ec.europa.eu/jrc-news-and-updates/innovation-eu-blue-economy-boosts-growth-2025-05-22_en,EU blue economy employs almost 5 million people and generates nearly EUR 890 billion in turnover.
22 May 2025,First EU Cancer Mission Conference in Poland this June,https://research-and-innovation.ec.europa.eu/news/all-research-and-innovation-news/first-eu-cancer-mission-conference-poland-june-2025-05-22_en,"Policymakers, researchers, healthcare professionals, patient advocates and civil society representatives from across Europe will come together in Warsaw this June for the EU Cancer Mission Conference “Together Against Cancer through Research and Innovation“ on 17 June 2025."
22 May 2025,Commission publishes 2025 report on EU blue economy,https://oceans-and-fisheries.ec.europa.eu/news/commission-publishes-2025-report-eu-blue-economy-2025-05-22_en,"Today, the European Commission published its 2025 EU Blue Economy Report. The report presents the economic performance of the EU blue economy sectors and provides estimations of their economic performance."
22 May 2025,Commission welcomes political agreement on compulsory licensing to enhance EU crisis resilience,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1312,No content found
22 May 2025,EIF announces €40 million investment in Keen Venture Partners' European defence and security Tech fund under InvestEU,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1242,No content found
21 May 2025,Results of 21-05-2025 auction (EU-Bills),https://commission.europa.eu/news/results-21-05-2025-auction-eu-bills-2025-05-21_en,Auction results EU-Bills.
21 May 2025,Syria: Council statement on the lifting of EU economic sanctions,https://north-africa-middle-east-gulf.ec.europa.eu/news/syria-council-statement-lifting-eu-economic-sanctions-2025-05-21_en,"The EU has stood with the Syrian people throughout the last 14 years, engaging in the search for a political solution and leading financial assistance. The EU also adopted sanctions against Assad’s criminal regime."
21 May 2025,EU announces €80 million humanitarian aid package for Yemen,https://north-africa-middle-east-gulf.ec.europa.eu/news/eu-announces-eu80-million-humanitarian-aid-package-yemen-2025-05-21_en,"The Commission has announced €80 million in EU humanitarian funding for 2025 to support people in need in Yemen. Yemen continues to rank among the worst humanitarian crises in the world. One decade of conflict, economic deterioration and recurrent climate-induced events have left 19.5 million people"
21 May 2025,Yemen: Council approves conclusions calling for a renewed momentum in the peace efforts,https://north-africa-middle-east-gulf.ec.europa.eu/news/yemen-council-approves-conclusions-calling-renewed-momentum-peace-efforts-2025-05-21_en,"Today, the Council approved conclusions on Yemen expressing the EU's grave concern over the deterioration of the security, economic and humanitarian situation in the country."
6 May 2025,Stockholm expands electric hydrofoil ferry service after successful pilot,https://urban-mobility-observatory.transport.ec.europa.eu/news-events/news/stockholm-expands-electric-hydrofoil-ferry-service-after-successful-pilot-2025-05-06_en,"Stockholm is expanding its Nova electric hydrofoil ferry service to daily operations in May 2025, offering faster, low-emission travel between Ekerö and the city centre."
6 May 2025,Roadmap to fully end EU dependency on Russian energy,https://commission.europa.eu/news/roadmap-fully-end-eu-dependency-russian-energy-2025-05-06_en,"The EU has dropped its share of Russian gas imports from 45% to 19%, thanks to the REPowerEU Plan, launched in May 2022 to reduce the EU’s dependency on Russian energy."
6 May 2025,EU to fully end its dependency on Russian energy,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1131,"The EU will end its dependency on Russian energy by stopping the import of Russian gas and oil and phasing out Russian nuclear energy, while ensuring stable energy supplies and prices across the Union."
5 May 2025,President von der Leyen puts science centre stage with “Choose Europe” Initiative,https://ec.europa.eu/commission/presscorner/detail/en/ac_25_1137,No content found
5 May 2025,"EU, KfW and DEG support green transition in the Middle East and North Africa",https://north-africa-middle-east-gulf.ec.europa.eu/news/eu-kfw-and-deg-support-green-transition-middle-east-and-north-africa-2025-05-05_en,"In a boost for the green transition in the Middle East and North Africa, the European Commission, Kreditanstalt für Wiederaufbau (KfW) and DEG – Deutsche Investitions- und Entwicklungsgesellschaft mbH signed a joint guarantee agreement worth €300 million"
5 May 2025,Forthcoming publication of the annual surplus indicator (total number of allowances in circulation) for the Market Stability Reserve under the EU Emissions Trading System,https://climate.ec.europa.eu/news-your-voice/news/forthcoming-publication-annual-surplus-indicator-total-number-allowances-circulation-market-2025-05-05_en,"On 28 May 2025 at 18:00 CET, the European Commission will publish the total number of allowances in circulation (TNAC) on the EU carbon market in 2024."
5 May 2025,Drought over large parts of Europe raises concern,https://joint-research-centre.ec.europa.eu/jrc-news-and-updates/drought-over-large-parts-europe-raises-concern-2025-05-05_en,Dwindling river flows and worsening drought are triggered by warmer-than-average weather and lower precipitation levels.
5 May 2025,From Insight to Action: how ETP Stakeholders are Advancing Towards Smarter Energy Solutions for EU Fisheries,https://maritime-forum.ec.europa.eu/news/insight-action-how-etp-stakeholders-are-advancing-towards-smarter-energy-solutions-eu-fisheries-2025-05-05_en,"Seaglow actively follows the work of the Energy Transition Partnership (ETP) for EU fisheries and aquaculture sector, an initiative launched by the European Commission in 2023. The ETP provides a collaborative platform for a wide range of stakeholders to tackle the complexities of transitioning to"
5 May 2025,Notification by Germany of voluntary cancellation of allowances in the EU ETS for plants closed in 2023,https://climate.ec.europa.eu/news-your-voice/news/notification-germany-voluntary-cancellation-allowances-eu-ets-plants-closed-2023-2025-05-05_en,"On 2 May 2024, the Commission published Germany’s notification concerning its intention to voluntarily cancel allowances associated with the closure of electricity generation capacities in two ETS installations in its territory in 2022 due to additional national measures."
5 May 2025,How AI stole Christmas: a fight for IP,https://european-masters-translation-blog.ec.europa.eu/articles-emt-blog/how-ai-stole-christmas-fight-ip-2025-05-05_en,"By Sarah Glaser, Laëtitia Joly and Katia Pinquier, students studying for a Masters in Applied Foreign Languages at Grenoble Alpes University"
22 May 2025,"Registrations for the conference ""R&I for a Competitive Green Transition"" are now open",https://research-and-innovation.ec.europa.eu/news/all-research-and-innovation-news/registrations-conference-ri-competitive-green-transition-are-now-open-2025-05-22_en,"Registrations are now open for the ""R&I for a Competitive Green Transition"" conference, taking place on 23-24 June 2025 in Brussels and online."
22 May 2025,Innovation in EU blue economy boosts growth,https://joint-research-centre.ec.europa.eu/jrc-news-and-updates/innovation-eu-blue-economy-boosts-growth-2025-05-22_en,EU blue economy employs almost 5 million people and generates nearly EUR 890 billion in turnover.
22 May 2025,First EU Cancer Mission Conference in Poland this June,https://research-and-innovation.ec.europa.eu/news/all-research-and-innovation-news/first-eu-cancer-mission-conference-poland-june-2025-05-22_en,"Policymakers, researchers, healthcare professionals, patient advocates and civil society representatives from across Europe will come together in Warsaw this June for the EU Cancer Mission Conference “Together Against Cancer through Research and Innovation“ on 17 June 2025."
22 May 2025,Commission publishes 2025 report on EU blue economy,https://oceans-and-fisheries.ec.europa.eu/news/commission-publishes-2025-report-eu-blue-economy-2025-05-22_en,"Today, the European Commission published its 2025 EU Blue Economy Report. The report presents the economic performance of the EU blue economy sectors and provides estimations of their economic performance."
22 May 2025,Commission welcomes political agreement on compulsory licensing to enhance EU crisis resilience,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1312,No content found
22 May 2025,EIF announces €40 million investment in Keen Venture Partners' European defence and security Tech fund under InvestEU,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1242,No content found
21 May 2025,Results of 21-05-2025 auction (EU-Bills),https://commission.europa.eu/news/results-21-05-2025-auction-eu-bills-2025-05-21_en,Auction results EU-Bills.
21 May 2025,Syria: Council statement on the lifting of EU economic sanctions,https://north-africa-middle-east-gulf.ec.europa.eu/news/syria-council-statement-lifting-eu-economic-sanctions-2025-05-21_en,"The EU has stood with the Syrian people throughout the last 14 years, engaging in the search for a political solution and leading financial assistance. The EU also adopted sanctions against Assad’s criminal regime."
21 May 2025,EU announces €80 million humanitarian aid package for Yemen,https://north-africa-middle-east-gulf.ec.europa.eu/news/eu-announces-eu80-million-humanitarian-aid-package-yemen-2025-05-21_en,"The Commission has announced €80 million in EU humanitarian funding for 2025 to support people in need in Yemen. Yemen continues to rank among the worst humanitarian crises in the world. One decade of conflict, economic deterioration and recurrent climate-induced events have left 19.5 million people"
21 May 2025,Yemen: Council approves conclusions calling for a renewed momentum in the peace efforts,https://north-africa-middle-east-gulf.ec.europa.eu/news/yemen-council-approves-conclusions-calling-renewed-momentum-peace-efforts-2025-05-21_en,"Today, the Council approved conclusions on Yemen expressing the EU's grave concern over the deterioration of the security, economic and humanitarian situation in the country."
2 May 2025,OLAF Hosts Workshop for Serbian Ministry of Finance to Strengthen Anti-Fraud Cooperation,https://anti-fraud.ec.europa.eu/media-corner/news/olaf-hosts-workshop-serbian-ministry-finance-strengthen-anti-fraud-cooperation-2025-05-02_en,"The European Anti-Fraud Office hosted a dedicated workshop with representatives from the Serbian Ministry of Finance to enhance cooperation in the fight against fraud as well as to improve the use of EU reporting tools, including the Irregularity Management System (IMS)."
2 May 2025,OLAF leads major crackdown on counterfeit fashion smuggling across Europe,https://anti-fraud.ec.europa.eu/media-corner/news/olaf-leads-major-crackdown-counterfeit-fashion-smuggling-across-europe-2025-05-02_en,"The European Anti-Fraud Office (OLAF) has played a key role in a large-scale operation targeting the smuggling of high-quality counterfeit designer clothing, footwear and accessories into the European Union."
2 May 2025,Announcement of next auction (EU-Bills) on 07-05-2025,https://commission.europa.eu/news/announcement-next-auction-eu-bills-07-05-2025-2025-05-02_en,Auction announcement EU-Bills.
2 May 2025,Commissioner Síkela champions EU’s Global Gateway during U.S. mission,https://international-partnerships.ec.europa.eu/news-and-events/news/commissioner-sikela-champions-eus-global-gateway-during-us-mission-2025-05-02_en,"From 23–29 April, Commissioner for International Partnerships Jozef Síkela visited the United States for the World Bank/IMF Spring Meetings, reaffirming the EU’s commitment to global sustainable development."
2 May 2025,World Press Freedom Day: European Parliament reaffirms commitment to defend media freedom,https://european-union.europa.eu/world-press-freedom-day-european-parliament-reaffirms-commitment-defend-media-freedom-2025-05-02_en,"On World Press Freedom Day on May 3, the Parliament stresses the need to stand firm in defending media freedom. Free, independent, and diverse journalism is essential to any democratic society. But it remains under threat. Europe will strive to protect media diversity and journalistic independence."
2 May 2025,Water salinity cuts the risk of harmful bacteria riding on microplastics from freshwater to the sea,https://oceans-and-fisheries.ec.europa.eu/news/water-salinity-cuts-risk-harmful-bacteria-riding-microplastics-freshwater-sea-2025-05-02_en,Issue 617: A study of bacteria on microplastics in nine European rivers shows salinity to serve as a barrier stopping serious pathogens travelling large distances on plastic debris.
2 May 2025,BlueAquaEdu: Innovating aquaculture education through gamification and distance learning,https://oceans-and-fisheries.ec.europa.eu/news/blueaquaedu-innovating-aquaculture-education-through-gamification-and-distance-learning-2025-05-02_en,"Blue Career Centre for Aquaculture Education supported by a gamification approach and distance learning platform. The BlueAquaEdu project kicked off in September 2023 as one of the blue careers project supported by the European Maritime, Fisheries and Aquaculture Fund (EMFAF)."
2 May 2025,Commission decides to refer CYPRUS to the Court of Justice of the European Union for failing to comply with a Court ruling on EU waste rules,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1125,No content found
2 May 2025,The Commission adopts positive preliminary assessment of €58 million to Luxembourg under NextGenerationEU,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1123,No content found
22 May 2025,"Registrations for the conference ""R&I for a Competitive Green Transition"" are now open",https://research-and-innovation.ec.europa.eu/news/all-research-and-innovation-news/registrations-conference-ri-competitive-green-transition-are-now-open-2025-05-22_en,"Registrations are now open for the ""R&I for a Competitive Green Transition"" conference, taking place on 23-24 June 2025 in Brussels and online."
22 May 2025,Innovation in EU blue economy boosts growth,https://joint-research-centre.ec.europa.eu/jrc-news-and-updates/innovation-eu-blue-economy-boosts-growth-2025-05-22_en,EU blue economy employs almost 5 million people and generates nearly EUR 890 billion in turnover.
22 May 2025,First EU Cancer Mission Conference in Poland this June,https://research-and-innovation.ec.europa.eu/news/all-research-and-innovation-news/first-eu-cancer-mission-conference-poland-june-2025-05-22_en,"Policymakers, researchers, healthcare professionals, patient advocates and civil society representatives from across Europe will come together in Warsaw this June for the EU Cancer Mission Conference “Together Against Cancer through Research and Innovation“ on 17 June 2025."
22 May 2025,Commission publishes 2025 report on EU blue economy,https://oceans-and-fisheries.ec.europa.eu/news/commission-publishes-2025-report-eu-blue-economy-2025-05-22_en,"Today, the European Commission published its 2025 EU Blue Economy Report. The report presents the economic performance of the EU blue economy sectors and provides estimations of their economic performance."
22 May 2025,Commission welcomes political agreement on compulsory licensing to enhance EU crisis resilience,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1312,No content found
22 May 2025,EIF announces €40 million investment in Keen Venture Partners' European defence and security Tech fund under InvestEU,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1242,No content found
21 May 2025,Results of 21-05-2025 auction (EU-Bills),https://commission.europa.eu/news/results-21-05-2025-auction-eu-bills-2025-05-21_en,Auction results EU-Bills.
21 May 2025,Syria: Council statement on the lifting of EU economic sanctions,https://north-africa-middle-east-gulf.ec.europa.eu/news/syria-council-statement-lifting-eu-economic-sanctions-2025-05-21_en,"The EU has stood with the Syrian people throughout the last 14 years, engaging in the search for a political solution and leading financial assistance. The EU also adopted sanctions against Assad’s criminal regime."
21 May 2025,EU announces €80 million humanitarian aid package for Yemen,https://north-africa-middle-east-gulf.ec.europa.eu/news/eu-announces-eu80-million-humanitarian-aid-package-yemen-2025-05-21_en,"The Commission has announced €80 million in EU humanitarian funding for 2025 to support people in need in Yemen. Yemen continues to rank among the worst humanitarian crises in the world. One decade of conflict, economic deterioration and recurrent climate-induced events have left 19.5 million people"
21 May 2025,Yemen: Council approves conclusions calling for a renewed momentum in the peace efforts,https://north-africa-middle-east-gulf.ec.europa.eu/news/yemen-council-approves-conclusions-calling-renewed-momentum-peace-efforts-2025-05-21_en,"Today, the Council approved conclusions on Yemen expressing the EU's grave concern over the deterioration of the security, economic and humanitarian situation in the country."
